feature_shift,disagreement,entropy_nn,entropy_fuse,confidence_nn,feature_shift_original,feature_shift_robust,outer_subject,meta_subject,seed,benefit
0.2790409079354196,0.182276885561325,0.4065617802399467,0.6369353631529319,0.7941253578010621,0.350604236125946,0.2790409079354196,3,2,1441,0.0
0.2790409079354196,0.1855432002020564,0.3744965183192414,0.6287725072867972,0.8112064575704901,0.350604236125946,0.2790409079354196,3,2,1494,0.0
0.2790409079354196,0.1884173445220054,0.2769678050071396,0.5842610990304696,0.8654711453961826,0.350604236125946,0.2790409079354196,3,2,1547,0.0
0.4895932229034831,0.1810497035024425,0.1298625204129802,0.5021622868993042,0.944154661984745,0.7333918809890747,0.4895932229034831,3,4,1335,0.0
0.4895932229034831,0.248811142218458,0.2137428314602578,0.6154751416632048,0.9099325448079826,0.7333918809890747,0.4895932229034831,3,4,1388,-0.25
0.4895932229034831,0.2385328241552771,0.1190140416173993,0.566220276406578,0.9510861704032664,0.7333918809890747,0.4895932229034831,3,4,1441,0.0
0.4895932229034831,0.2477718608684553,0.1539800025060549,0.5931418319486595,0.9356923166962752,0.7333918809890747,0.4895932229034831,3,4,1494,0.0
0.4895932229034831,0.2211864706672289,0.243568537513814,0.5971429730564554,0.8898333869468672,0.7333918809890747,0.4895932229034831,3,4,1547,-0.25
0.2131286627344043,0.2023997339356177,0.2578656680965449,0.573463981135317,0.8966832028193907,0.2977111041545868,0.2131286627344043,3,5,1335,0.0
0.2131286627344043,0.2145916052461402,0.1713397880520315,0.5523356648182068,0.9260699338082112,0.2977111041545868,0.2131286627344043,3,5,1388,0.0
0.2131286627344043,0.210169160642251,0.0819123648292847,0.51489717542776,0.9664438463521726,0.2977111041545868,0.2131286627344043,3,5,1441,0.0
0.2131286627344043,0.2143322810057995,0.1094772300059741,0.5334406735077218,0.954403414238583,0.2977111041545868,0.2131286627344043,3,5,1494,0.0
0.2131286627344043,0.1870796780709225,0.1637637329900736,0.5102176248676293,0.9327716765078632,0.2977111041545868,0.2131286627344043,3,5,1547,0.0
0.6200144337499489,0.1550846013832097,0.5033919759469975,0.6597591686725897,0.7431266340883294,806.157958984375,0.6200144337499489,3,6,1335,0.0
0.6200144337499489,0.1989853387883534,0.1058773130194676,0.506848680068269,0.9574239155942104,806.157958984375,0.6200144337499489,3,6,1388,0.0
0.6200144337499489,0.275341765779689,0.135514676023869,0.6059035340800918,0.9427965534592732,806.157958984375,0.6200144337499489,3,6,1441,-0.25
0.6200144337499489,0.2699413688975763,0.1501949162305831,0.5983884658215307,0.9408252717386552,806.157958984375,0.6200144337499489,3,6,1494,-0.25
